"X.OG" "GENE_NAME" "human" "human.1" "cow" "cow.1" "cow.2" "marmoset" "marmoset.1" "dog" "armadillo" "gorilla" "gorilla.1" "musMusculus" "musMusculus.1" "musMusculus.2" "musMusculus.3" "musMusculus.4" "musMusculus.5" "musSpretus" "musSpretus.1" "musSpretus.2" "musCaroli" "musCaroli.1" "musCaroli.2" "musCaroli.3" "opossum" "opossum.1" "opossum.2" "ferret" "rabbit" "chimp" "chimp.1" "bonobo" "bonobo.1" "orangutan" "orangutan.1" "rhesus" "rhesus.1" "rhesus.2" "rhesus.3" "rhesus.4" "rat" "rat.1" "rat.2"
"OG2896" "OG2896" "OLFM2" 3198.02 1551.49 3 2 25 22 29 5 8.51 375.02 959.09 1 14 4 33 80 37 452 598.99 536.01 228 99 49 55.01 8.44 8.67 10 2 9 51.11 39 268.87 295.56 3.12 3.65 100.99 12 82 18 131 34 65 7
"OG2897" "OG2897" "RASAL3" 155.1 139 30 34 303 39 32 49.01 39.02 426.93 174.55 31.05 27.76 40.06 27 118.45 31.18 10.82 13 6 4 24.59 6 15 2 12 8 192 19 59 118.19 36 68.03 186.7 83.16 NA NA NA NA NA 163.29 362.99 116.94
"OG2899" "OG2899" "EPHX3" 1 3 114 167 887.94 104 87 38 0 5 1 3.42 2 3.95 3 25 6 0 0 0 0 0 0 2 1.05 11 9 20 4 4 6 5 5 40.34 23.15 20.02 39 17 48 29 2 3 1
"OG29" "OG29" "SNX11" 254.33 285.79 144 202 625 160 166 49 72 58.78 33 190.16 131 246.47 282 1137.78 370 85.68 131.31 101.99 62 457.77 61 147.04 85.78 178.7 508.41 83 119 147.52 168.18 88.34 462.14 223.31 118 213.6 163.87 287 840 268 1438 3899.01 567
"OG290" "OG290" "PLAUR" 18.45 32.84 27 32 63 46 56 39 202 150.11 20 26 6 19 5 22 6 0 3 3 0 0 5 4 12 11 11 25 45 11 83 15.32 90.52 51.05 583.98 25.39 40.91 20.9 37.32 28.02 18 33 12
"OG2900" "OG2900" "ILVBL" 1420.8 1668.2 859.99 1052.24 8503.82 1074.03 1743.51 2309.85 677.46 903.85 766.84 371.7 255.69 543.84 662 2781 1803 563.75 657 573.64 302.64 2846.99 578 1494.38 620.44 810.86 1286 654.1 934.44 591.35 1236.94 1085.91 1523.37 1264.71 649.65 3368.86 747.68 1073.69 4285.97 854.19 1130 4373.2 877
"OG2902" "OG2902" "SYDE1" 69.99 117 48 68 480 159.16 169 52.15 10.06 395.98 166.42 71.05 67 114.92 77 352 187 29 20 60 24 46 37 55 77.29 105.03 78.01 336.9 88.58 106.97 156.98 154.99 118.98 51.64 40.98 75.69 16.08 28.74 114.26 53.36 50 260 38
"OG2903" "OG2903" "CASP14" 2.66 5.77 0 0 0 0 0 0 0 177.7 192.25 0 0 0 0 0 0 0 0 0 0 0 0 0 3.51 12.05 0 0 5 61.67 112.19 73.68 93.97 0 0 6.55 4.99 1 3 1 0 0 0
"OG2904" "OG2904" "SLC1A6" 3.88 10.49 0 0 1 0 2 0 3 36.18 48.17 1 0 1 0 7 3 0 0 0 0 0 0 0 0 0 0 0 2 9.69 0 0 0 0 1 42.6 28.23 43.14 33.34 33.86 63 0 17
"OG2907" "OG2907" "CCNE1" 3 8 17 3 15 44 40 32 102 20 19 78 66 40.24 238 122 190 3 5 4 8.04 79 21 19.98 4.53 8.32 66 26 160.12 3 19 2 38 11 11 38.76 43.45 61.27 298.74 49.68 75 92 13
"OG2910" "OG2910" "ANKRD27" 119.98 167.69 390 415 1182.01 235 363 196 86 173 122 642.79 470 708.58 1186.99 3439.02 2221.89 243 263.19 345.45 166.86 769.34 264 480 268.86 288.08 1768.97 314.74 1751 162.25 160.99 161.07 343.93 233 163.76 351.35 197 332 1473.04 405.54 2931 8857.67 2992.66
"OG2913" "OG2913" "DYRK1B" 74.41 176 104 122 887 486.71 472.84 149 309 167.9 182.56 275.96 114.81 210.78 260 1936 1022 261 257 810.82 297 298 272 294.49 134.48 210.27 267 439.01 201.17 46.01 140.99 155.87 124.07 80.98 55 135.54 88.98 70 425 136 240.45 1250.74 229.15
"OG2916" "OG2916" "AKT2" 4038.51 3055.56 734 1093.04 4813.32 1754.11 1747.15 679.61 408.1 614.75 1025.36 2529.83 1475.32 3267.44 3909.5 14182.52 9788.18 1101.76 1299.18 2476.8 1255.28 2330.97 775.61 966.74 857.21 1057.76 1494.21 841 1164 433.04 588.79 904.79 996.72 1731.37 367.09 2040.08 877.81 921 3296.67 758 1177 4862.12 1164
"OG2917" "OG2917" "PLD3" 2166.32 2144.43 464 879.99 4794 4285.91 3276.52 1286 455.41 2551.96 2227.82 624.29 363.48 706.1 643 2731 1436 327.41 404 532 211.02 654.75 402 398 693.86 526.99 1154.19 2001 3070.07 387.17 621.02 623.06 904.95 2733.2 1223.63 4620.4 2584.61 1840.11 7599.89 1952.64 727 3061 500
"OG2918" "OG2918" "PRX" 49 68 25 22 218 28 59 63 14 19 18.04 2 6 10.01 11 26 25 4 3 4 1 12 1 5 0 0 4 98 30 17 16 20 100 10 21 51.32 32.99 12.37 9.01 17.36 74 335 64
"OG2919" "OG2919" "PIAS4" 300.01 299.86 125 169 1131 285.59 327 288.08 147.84 163 237.97 364.22 252.52 387.42 486.67 2202.38 1114.77 147.01 184 325.03 125 277.01 128 161.05 90.16 145.65 278 258.94 NA 55 60.01 112.94 194.99 175.76 75.2 257.01 180.99 139 634 140 443 1224.63 342
"OG292" "OG292" "WIZ" 621.27 461 156 188 1515.77 1139.06 780 231 64 176.01 227.24 394.98 341.71 588.84 514.79 2279.15 1265.78 244.2 332.96 661.73 350.31 593.78 461.97 402.26 462.63 574.92 729 333 1006.97 104.69 134 243.38 403.64 478.41 164.2 284.76 113.05 75.24 291.85 25.19 520 1929 617
"OG2920" "OG2920" "NUMBL" 117.99 99.36 16 31 119 46.13 31 12 27 148 153.53 16.95 25.01 49.44 26.96 110.92 29 6 6 26.07 4.81 10.17 10.06 24.08 24.5 11 14 126 34 26 17.98 25.34 14 80 27 721.7 47.04 142 862.46 149 8 67 14
"OG2921" "OG2921" "EBI3" 11 24 32 51 192 0 0 5 NA 8.21 7 17.17 2 24.47 14 52.93 13 1.5 3.47 2 0 14 7.93 12.1 3 6 6 157 NA 0.45 14.91 2.07 14 222.18 123.79 49.09 99.74 376.87 3186.65 562.01 49.24 24 12.54
"OG2923" "OG2923" "SHD" 86.11 336.61 12175.52 4892.85 36855.78 5 8 0 NA 155 113 1 0 4 1 2 3 0 0 1 0 4 0 0 0 0 0 0 NA 171.57 225.76 298.89 43.02 19 8 269.96 88 88 216.66 56 2.04 15 8
"OG2925" "OG2925" "FSD1" 21.93 24.31 8 7 50 0 3 1 19.02 17 15 0 1 1 1 5 4 3 1 3 1 4 1 0 221.5 110.87 278 2 0 12.72 8 10 6 25.66 5.96 357.33 224.84 316.69 1359.93 369.24 1214.59 1861.39 545
"OG2929" "OG2929" "ZFR2" 4.73 4.55 1 0 14 NA NA 2 NA 4 2 8.47 7 13.33 15 49 4 90 96.88 224.98 92.31 235.47 86 130 10 13 25 0 NA 0 2 1 0 0 0 NA NA NA NA NA 13 66 9
"OG293" "OG293" "RABGAP1" 204.73 393.17 798 543 1789.27 451.03 541.14 721.97 192 574.81 340.57 465.35 216.94 564.02 553 1964 1951.16 147.99 199.72 205.21 89 310 118 228 125.91 187.79 577 762.01 1070 232.01 275 136 303.58 678.76 342 309.08 459.72 635 3026.05 626 802.23 3189.1 557.16
"OG2930" "OG2930" "SLC1A5" 57 102.83 45.28 65.04 250 31 18 25 196.65 369.39 159 75.02 74 114.25 85 263 103 5 9 10 2 22 9 15 57.73 124.11 28.91 46 108.01 32 54 90 94.57 140.01 547.23 72.66 83.25 42.77 134.87 36.11 19.05 71 22.02
"OG2932" "OG2932" "TJP3" 142.06 279.02 400 332 2913.27 165 108 478 135.81 111 249.25 148.88 227 158.64 169 2121.94 1044 227 685.96 553 240 1081 830 1355 124.13 191.39 472 395 NA 369.35 423.38 303.95 528.08 881.86 279.51 475.26 84.34 171 433.51 123 303.72 706.42 197.45
"OG2933" "OG2933" "APLP1" 7.95 16.31 16 30 227 208 310 54 168 9 8 6 13 21 58.99 69 44 9 21 24 16 0 4 2 164.78 264.41 542.52 51 21 95.71 6 4 1 2 13 3 5 2 13 5 191 471.67 171
"OG2936" "OG2936" "HNRNPUL1" 1631.19 1759.21 2136 2550.26 11070.34 2590.19 2563.88 1863 1520.85 1947.92 2045.47 1961.23 1107.36 2684.19 2044.76 8521.88 4414 634.97 786.4 1809.79 916.76 1343.15 1142.43 1048.85 543.95 715.77 1097.62 1794.98 2854.41 871.76 1326.31 1477.35 3340.11 1240.87 371.43 2065.96 1205.98 1167.09 4564.01 1136.99 1691.5 6098.85 1660
"OG2937" "OG2937" "FZR1" 956.37 912.23 141 191 1182.88 201 201.05 332 158.37 549.72 751.41 255.61 208.94 327.67 379 1955 934.42 141.78 191.02 275.53 130.89 417 195.99 284 72.02 82.04 167 758 NA 51 91 129.59 330.53 189.12 97 625.03 282.48 181 702 172 232 927.19 320
"OG2938" "OG2938" "TGFB1" 362.01 363.64 163 203 964 351 184.74 111 159.51 887.73 442.92 198.69 172 315.73 166 794 369 95 126 246.39 105 125 120 134 218.31 179.61 260 581 165 215.98 637.99 239.32 691.46 554.98 573.64 368.33 345.94 190 558.69 264.96 142 723 168
"OG294" "OG294" "DCN" 810.49 3512.57 3319 1709 4513.08 2941.95 3251.87 287 1915 10852.32 4438.13 1523.54 1223.62 2460.72 2055 6458 10093.47 1095.96 1816.92 2456.91 1161.6 1674 861.36 1284 767.06 1101.99 2599.53 4983.95 1257 3234.6 5001.96 1457.33 1302.87 3957.81 2248.65 1476.9 970.29 1669 6076.69 3917 134 780 94
"OG2941" "OG2941" "PLIN3" 247.35 421.8 945 1616 6708.77 511.01 339.27 424.15 261.11 533.42 328.98 1018.18 540.8 626.15 1140.5 4515.08 3418 363.84 457.05 778.01 276.22 115.97 44.18 55.77 261.56 442.96 455 1989.05 NA 101 138.08 135.57 429.02 1132.67 846.06 330.85 176.39 317 663.93 446.51 555 1643 395
"OG2946" "OG2946" "LIM2" 0 0 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 NA NA NA NA NA 0 0 0
"OG2950" "OG2950" "NKG7" 91 427.9 122 275 652.88 16 17 0 NA 397.77 101.99 13 9.72 13.98 2 33 22 4 5 4 0 13 0 11 12.01 22 26 36 15.43 19.76 53.05 19 75.99 111.11 215.46 52.08 44.67 44 72 46 54 59 14
"OG2955" "OG2955" "TYK2" 1206.87 1381.69 1092.87 1404.03 6118.45 613.73 763.53 434.99 95.39 1262.57 1344.63 598.83 411.79 563.6 713.09 3470.65 1214 179.35 185.99 215 138.09 757.68 252.98 345 318.8 426.72 868 764 801.23 672.52 1384.14 888.24 2528.28 2806.97 797.12 2147.16 892.16 1128.89 4956.39 961.9 1255.99 4583.54 950
"OG2956" "OG2956" "CDC37" 1414.71 2148.71 224.64 155.89 1556.24 2407.88 2657.99 1272 490 50.28 42.13 2480.97 1174.34 3124.98 2449.95 9875.56 6420 764.08 880.62 1209.24 472 1774 487 1033 574.36 783.8 1463 1757 1125.24 536.3 1215.16 1188.8 3521.29 1166.7 824.65 2774.94 1670.4 1516.84 6521.65 1497.56 2401.71 8029.57 1628.42
"OG2957" "OG2957" "NAPA" 1931.47 3183.14 629 902 8160.95 509.22 1029.77 257 1597 1672.84 2193.12 1099.48 898.49 1268.73 1910.74 7318.63 4692 913.62 1134 1678.62 711 1902.48 618.94 954.19 553.49 639.01 804 723 1138.98 1318.94 2026.44 1721.11 6606.88 698.98 432.79 2037.84 1107.75 1155.67 4546 1268 2423 6315 1694
"OG296" "OG296" "PPP5C" 763.4 958.01 490.77 455 3562.98 861.59 848.6 268 377.27 477.99 535.63 1081.29 570.48 1316.95 1069 4502.89 2806 538 739.9 919 363.98 736.05 309 633.74 338.27 324.91 714 498 783 257.14 395.48 299.07 896.91 407.86 411.52 759.99 478.68 473.67 2097 562 741 3140.94 644
"OG2963" "OG2963" "ZNRF4" 0 3 0 3 19 0 0 1 NA 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 NA 1 0 0 0 0 0 1 0 1 0 0 0 5 1
"OG2964" "OG2964" "MEGF8" 601.38 483.23 331 255 3551 222.9 144.81 170 NA 490.58 577.24 1031.45 338.98 258.73 473 1805.24 803 161.91 219.44 280 103.9 688.23 168 289 235.77 271.17 258 714 839 150.77 145.67 436.64 641.8 NA NA 868.6 502.79 292 1223.52 297 755.34 3016.6 631.27
"OG2965" "OG2965" "KDELR1" 950.99 1754.13 567 870 3937 3121.66 3148.15 NA 1241 1093.65 1066.26 1377.01 931.99 1631.5 2340.44 8521.25 5975.05 1740.53 2002.59 3252.83 1749.74 3252.15 1408.25 1777.14 1501.51 1604.03 4376.87 912 863 535.36 1041.78 728.98 1484.22 1388.86 775.75 2225.22 1386.73 2053.02 6305 2159.22 3204 10029.27 1845
"OG2968" "OG2968" "GRIN2D" 8 12 0 0 7 9 1 0 0 15 22.97 4 7 13 10 15 5 4 4 9 3 2 6 2 9.62 5.02 1 0 1 NA NA NA NA 0 0 2 1 0 6 1 7 38 2
"OG2969" "OG2969" "SYNGR4" 0 3 0 2 4 0 0 2 0 4 0 3 1 0 0 1 1 0 0 0 0 1 3 0 2 2 9 4 0 6.56 1 0 1 15 6 192.18 125.75 346.61 1361.79 365.26 13 27 3
"OG297" "OG297" "CEP68" 82.95 98.46 25 44 173 41 49.4 53.31 83 820.82 591.85 334.87 208.96 436.43 417 1446.46 984.21 82.28 136.32 179 86 158.02 96 92.28 9.86 20.89 22 167 122 229.57 262.27 158.76 343.05 66.07 21 58 48 89 257 89 182 779.64 182
"OG2970" "OG2970" "CLEC11A" 113.94 167.88 19 5 133 38 52.32 53 NA 380.82 322.27 22 25 29 28 126 104 15 13 20 11 18 13 18 61 58.15 73 149.76 NA 195.8 700.42 425.63 309.99 233.4 305.42 346.76 122.99 55 223 70 30 305 28
"OG2976" "OG2976" "HAS1" 0 0 0 0 1 NA NA 2 NA 8 0 0 1 0 0 0 1 0 0 0 0 1 2 0 2 0 1 1 4 2.97 1 0 0 0 1 7 6 4 28 1.69 0 1 0
"OG2977" "OG2977" "RAB3D" 54.71 55.84 115 196 923 37 21 2 NA 94 77.98 97.4 123.44 217.74 223 1010 672 91.72 132.84 147.1 69 124.92 49 76 217.86 283.89 839 1168 58.09 236.35 470.65 119.4 286 36.31 10.61 142 84.59 67 196 148 79.02 462 66.09
"OG298" "OG298" "MAP4K3" 115.01 187 834 681.52 1408.28 409.97 535.56 182 350.35 302 184.99 472.26 274.17 644.37 616 1896.54 2031.02 259.51 327 319 151 586 190.01 301.08 82.4 123.7 462.91 360 568 177.5 179 76.01 211 177.09 77.15 100.99 139.95 493 1522.01 519.01 791 2240.81 532
"OG2981" "OG2981" "PLPPR2" 262 228.92 133 188 1189.18 28 28 3 21 380.9 413.19 139.99 93 189.38 225 1093.27 479 62.99 74 127.07 57 124 62 79.3 3.02 1.29 8 106 69.71 NA NA NA NA 410.81 115.01 924.03 309.08 158 954.26 296.19 67 197.73 34
"OG2982" "OG2982" "FAM83E" 10.54 5.48 0 0 1 0 0 6 0 2 1 0 0 0 0 5 13 0 1 0 2 0 0 2 1 0 1 0 0 42.04 35.47 37.17 41.05 1 0 20.47 77.3 6 18 1.62 0 0 0
"OG2983" "OG2983" "RASIP1" 117.35 148.98 225 319 1034 220 263 383.01 124 290.37 91.87 157.33 183 270.66 128.88 645.22 270.81 43 56 108 44 134.02 37.93 99.56 31.89 31.86 46.49 676.55 258.24 99.88 209.92 196.49 218.62 178.32 397.38 133.01 83 50 236.97 68 90 606 95
"OG2984" "OG2984" "THEG" 0 0 0 2 5 1 0 0 0 0 1 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OG2987" "OG2987" "MIER2" 101.55 82.96 109 255 1393.11 124 205.64 170 56 82 101.99 282.58 183.9 230.79 345.19 1441.12 701.74 94.51 94.14 152.91 56.81 224.82 69.67 124.47 251.59 347.22 582.16 106 79.72 14.33 30 59 138.01 261.08 184.96 34 33.3 28 59 25 293 797.47 246
"OG2989" "OG2989" "PPP2R1A" 1636.92 2095.74 1201 1697 9990.27 1570 3096.99 725 1475.22 2405.49 1918.21 1209.35 944.59 1358.92 1620.92 7918.49 4043.32 1054 1445 1696.89 696 2901 812 1492 1201.68 1665.65 2102 1056 1933.62 733.02 1314.03 962.34 3006.75 1302.84 1127.86 2452.11 1063.85 942 4203.02 1219 2843 9571.07 2297
"OG299" "OG299" "ZBTB32" 1 4 17 24 181 NA NA NA NA 6 2 10 8 9 16 85 42 0 11 13 3 30 8 25 57.52 5.41 12 11 5 3 8.04 4.91 3 2.12 1.2 6 2 3 12 2 1 9 2
"OG2990" "OG2990" "TNPO2" 803.23 686.17 326 562 2797.04 520 680.3 353 110 303.68 312.29 1060.03 700.61 1033 1671.59 5685.99 2962.51 524.24 638.68 688.04 374.85 1258.2 399.51 734.54 159.78 313.88 536 307 1254 420.82 402.08 564.9 1448.45 933.68 203.64 1363.24 705.28 619.01 2394.61 877 1117.95 5230.77 1093
"OG2993" "OG2993" "GCDH" 1657.99 3860.56 2459 2464.94 10011.74 3060.84 7132.99 2755.01 4022.02 1112.66 1276.58 7981.2 3877.01 13174.04 8519.08 59514.43 32574.49 7169.45 7532.27 12721.02 4901.83 8226.04 2160 3740.2 1918.27 2954.43 8528 4128.87 8989.11 1365.35 2543.95 1293.97 599.83 1817.78 736.76 2455.74 941.07 788 2636.8 424.97 7902.91 35335.12 5100
"OG2995" "OG2995" "KLF1" 0 0 0 0 4 13 0 1 NA 15 6.84 107.94 32 95.44 95 445 167 38.79 35 62 30 2 2 1 4 0 4 2 2 0 2 1 0 1 9 0 4 2 2 2 11 20 7
"OG2996" "OG2996" "DNASE2" 391.78 1082.75 175.98 324 1280 160 168 137.36 50 513.4 269.31 265.11 201.77 342.22 585.89 1716.17 1947.57 177.53 214.65 271.9 116.5 375.39 123.15 225.43 146.78 271.96 427.11 283 316.4 231.43 394.94 346.76 589.64 526.7 220.59 92.41 100.78 53 157 48 330 1028 196
"OG2997" "OG2997" "MAST1" 22.29 43.5 1 0 15 4 6 88.64 19 25.02 10 20.96 17.89 23.31 51.1 98.83 56.7 11.42 21.69 27.33 15.64 6.06 7.61 2.44 92.1 34.96 34 1 10 29.94 5 3 3 0 1.86 3.11 0 0 1 0 0 1 0
"OG2998" "OG2998" "LENG1" 113.19 135.17 71 70.94 618 84 115 78 163.36 76 91 222.28 180.86 418.03 298.84 1011.25 650.2 96.28 121.45 130.12 73.6 207.38 115.46 98.07 38.56 29.99 39 125 210.86 45.01 77.96 72.14 195 55 54 176.44 84.36 150.12 525.18 134.93 322.75 636.31 185.2
"OG2999" "OG2999" "PRPF31" 791.84 914.25 385 359 2519 463.01 725.17 337 370.91 720.09 808.21 207.65 230.97 314.15 314.54 1524.45 855.21 174.86 222 289 96 324.91 100 168.83 385.56 424.64 637 471 546.09 270.57 469.75 501.73 1392.12 688.33 554.17 788.87 429.69 500.35 1726.46 442.48 327.99 1369.74 275
"OG30" "OG30" "TMEM176A" 8026.63 18030.07 491 306 1276 4812.01 20232.6 280 6427.37 12405.24 15684.03 1711.65 1484.01 2749.63 3156 10692.38 8873 7310.53 6873.36 16785.51 6753.02 5510.93 3185 6674 5815.34 6783.67 23637.29 457.69 NA 10487.85 22900.67 7516.77 7603.19 4759.56 2501.99 4092.27 3218.76 1845 4242 2846.29 4965.68 44178.81 4612.17
"OG300" "OG300" "TYROBP" 440.37 631.46 38 70 432.54 528 389.76 168 567 690.56 363.11 252.43 162 252.41 122 874 361 64.3 105 67 29 109 52 162 83.38 103.02 104.06 57 791.57 96 1003.75 100.58 1806.98 635.87 453.84 125.14 127.87 38 89 34 229 611 140
"OG3000" "OG3000" "TFPT" 168.19 158.66 70 48 627 68.86 116.8 119 356.84 196.72 181.82 118.61 134 237.21 204 824 396 81.37 96 113.86 57 140 49 104 144.88 177.56 243.26 67 143.85 80.39 190.47 168.25 225.64 475.29 395.42 249.46 188.99 192.85 7880.38 300.74 155 313 84
"OG3001" "OG3001" "JAK3" 49.56 90.44 83 124 592.67 3 4 45 17 148.21 68.99 341.31 231.54 397.88 296.64 1772.66 292.46 363.41 439.54 743.95 304.63 484.6 240.68 272.59 31.04 61.23 44 425.2 NA 32 59.21 35.73 62 151.68 174.51 23 44 24 82 46 217 2393.34 156
"OG3003" "OG3003" "SLC5A5" 14.77 11.16 0 0 0 0 0 0 NA 2 0 1 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 4 NA 159.61 281.25 168.89 317.92 259.47 113.71 0 0 0 0 0 30.69 68.68 9.71
"OG3004" "OG3004" "KCNN1" 10.43 0.25 2 0 1 0 2 1 NA 1 0 155.48 41 108.06 120.09 559.98 379.21 36 58.01 47.24 4 262.93 57.04 142.25 0 1 4 13 NA 0 0 1 1 1.08 5.98 1 1 0 0 0 64.37 153 38
"OG3005" "OG3005" "ARRDC2" 97 229.48 79 113 378 161 183.27 58 NA 253 208.13 404.86 95.1 183.56 363.97 1461.89 797.91 100.3 80.64 139.94 64.01 267.94 95 297.08 110.75 351.11 258 189 NA 79.49 150 87 924.73 279.64 309.87 43.68 64 84 173 139 139 261 78
"OG3007" "OG3007" "RAB3A" 23 48.47 7 4 33 136 156 3 42 47 75.97 79.47 73.17 67.27 144 517 304.99 64 50 109 64 135 46 97 9 4.02 33 142.99 NA 67.56 45 95.82 18.04 197.76 103.91 373.93 755.13 130.2 588.84 113.25 34.83 105.3 20.16
"OG3008" "OG3008" "PDE4C" 21.69 22.83 0 0 5 1 2 29 NA 9 10 629.15 226.87 345.56 997.58 2494.01 2182.97 88.57 81.73 108.93 45.49 4.01 11.17 4.94 692.51 801.76 647.32 42 NA 4 4 5 4.06 6 4.98 9 3 0 7 1 26 155 34
"OG301" "OG301" "TMEM159" 38.1 77.36 47 49 173 126.52 169.99 5 105 312.19 163.95 32.96 23 49.21 18 99 55 20 47 40 17 22 6 17 28.36 35.02 26 66 25 110.47 122.45 51.03 73.27 355.58 117.85 35.54 32.29 40.03 112.97 60.69 302 540.96 159
"OG3010" "OG3010" "ELL" 239.55 257.1 148 88 1170.03 257 277 178 NA 294.98 365.03 874.4 496.92 1272.31 957 4580.44 1676 497.61 539.84 1175.23 627.79 834 546 546.56 503.27 1372.58 1669.29 545.96 NA 14 55 58.04 130.2 NA NA 314.94 628.34 231 1714.79 209 895 3701.99 942.18
"OG3012" "OG3012" "COMP" 7.08 10.9 1 2 11 6 28 5 NA 12 4 3 10 2.79 0 9 2 0 0 0 1 0 0 0 1 1 1 4 NA 2 1 1 0 NA NA 8 0 10 22 1 12 66 6
"OG3013" "OG3013" "UPK1A" 1 0 1 5 27 4 4 0 0 8.31 27.49 7 2 3 3 8 6 1 1 1 0 1 0 0 2 0 2 0 1 1 1 1 0 4 8.34 1 1 0 0 0 5 12 3
"OG3014" "OG3014" "COPE" 1465.53 2213.61 772 934 7892.04 889.92 1454.04 1218 320 2208.53 1679.46 3016.83 1712.67 2214.04 2413.72 14518.48 7930.07 1747 2362 2855 1237 3087.38 826 1604 711.54 887.36 1483.98 1514 NA 645.26 1604.4 1120.26 2304.37 2619.44 2752.75 3338.89 1390.78 923.08 3321.6 1078.58 2785.01 8779.54 1547
"OG3015" "OG3015" "DDX49" 445.91 639.45 108 168 998 311.93 440.42 166 NA NA NA 338.02 383.08 522.08 690.69 2804.54 1675.7 215.2 286.09 325.86 150.94 268.47 82.44 249.63 119.83 172.35 319.03 267 NA 296.35 395.56 373.86 856.43 301.9 277 280.67 161.46 221 1148 192 587 1820.82 425
"OG3018" "OG3018" "ARMC6" 3863.78 2795.14 70 93 1138.66 54 51 89 17 257.22 302.27 80.93 82.74 87.68 112.76 652.31 353.25 82.2 127.43 93.24 38.84 170.35 35.75 92.69 108.07 183.16 716.99 NA 299.07 162.99 156 202.57 354.97 415.08 256.38 448.01 151.23 83 349.03 150 86 407 52
"OG3019" "OG3019" "TMEM147" 419 519 1103.02 1409 10610.16 893.62 786 219.02 585 822.27 592.47 668.2 993.65 1192.9 1173.66 8594 3919 1076.02 1254 1914 756 1192.99 408 784 155.11 144.19 226 904 808.93 201.44 399.01 231.84 446.69 453.09 450.2 1475.24 690.93 299.63 1325.86 258.44 400 1425.06 253
"OG302" "OG302" "GABRA3" 0 0 0 0 1 0 0 1 0 0 0.61 0 21 62.84 27.48 88.71 86.59 1 0 0 0 0 0 0 2 6.47 0 0 25.56 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OG3020" "OG3020" "GAPDHS" 0 6.96 6 16 26 1 4 1 0 12 8 9.63 53.12 10.94 2 23 4 1 4 1 2 2 0 1 3.84 0 27 0 13 9 3 10 12 6 0 73.98 22.25 23 9.03 13 4 0 2
"OG3021" "OG3021" "MAG" 13 2 1 0 3 18 31 147 2 6 2 3 6 8.58 12 23 19 2 1 3 4 2 0 0 10 77.16 117 24.03 11.14 13 1 5 12 5 0 63 21.99 19.99 397 67 2 10 1
"OG3022" "OG3022" "TMEM59L" 0 1 0 0 5 3 12 3 NA 64 21 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 4.98 3 NA 83.26 3 5.97 0 0 6 1 1 0 0 0 0 0 0
"OG3024" "OG3024" "USF2" 2461.22 2950.25 1462 1403 10914.42 2391.93 2725.94 1820 397.99 865.54 1501.31 1411.12 771.5 2467.37 1815.48 8914.3 5868.05 784 961.93 1692.35 910.91 689.92 508.07 536.03 1048.96 1315.62 1211 2511 1459 1070.71 1796.8 1798.79 2433.64 1787.88 635.12 2773.29 1059.88 1918 5957.2 1191.95 1484.13 5095.61 1222.17
"OG3025" "OG3025" "LSR" 6924.17 5436.7 186 254 2256.29 912.09 1898.63 2014.28 450 1687.39 2949.96 4450.78 2403.41 4792.08 3445.44 15643.55 9297.11 3131.74 3688.87 7416.19 2546.53 2670.25 2137.15 2835.98 408.98 746.28 1830.88 691 2980.14 641.87 1495.84 2779.6 4273.98 3488.92 2016.79 3148.7 1562.68 792.23 3464 958.56 2453 9829.81 2227
"OG3026" "OG3026" "KXD1" 659.59 910.73 691 827.02 4603.72 430.86 633 196 NA 412.94 449.28 593.28 433.43 1069.6 629.83 3714.9 2092.54 652.5 807.63 1517.94 695 831.06 316.06 499.58 134.76 154.08 184 301 NA 101.01 99.65 97.99 284.66 NA NA NA NA NA NA NA 741 2740.03 560
"OG3028" "OG3028" "SUGP1" 1348.7 513.67 407 359.55 2381.44 434.7 536.21 205.95 5 458.41 574.04 331.87 245.8 425.6 387 1826.6 861 184 247.95 440.15 191 393 141 234 171.94 184.19 433 419 127 247.85 480 468.97 883.67 492.32 195.62 854.95 395.78 379.73 1326.06 316.34 456 1282.69 358
"OG3029" "OG3029" "HPN" 9899.3 16401.07 4040.74 5953.08 42318.05 8384.97 20233.04 8249.06 NA 5280.11 6656.95 14450.15 6113.92 11362.49 9790.32 49378.98 24717.21 5227.41 6431.91 7717.04 2939.77 11665.1 2810.87 6539.13 8707.45 7447.14 11459.78 3576.42 21958.44 4438.69 8896.69 7738.71 4197.09 9388.61 4988.75 16746.81 7392.41 6032.01 25870.29 4889.77 10622.32 30041.24 7269.97
"OG303" "OG303" "BRCA1" 85.61 223.86 370 366 1479.88 19 20 42 0 30 15.99 85 27 90.86 67.95 105 62 2.04 7 5 1 2 2 4 10 15.68 68 45 108 55.76 102.78 48.84 110.03 50 23.01 26.04 41.36 27.93 157.86 87.95 169 471.01 96
